,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
0,0,0,0,AFGT3MXIPST25MW6DOQDOIEMSCBA,"June 21, 2020",Great product,Cute product great 5hrow blanket,yes,0,5.0,https://www.amazon.ca/Nintendo-Controller-Fleece-Throw-Blanket/dp/B08128FYJS/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:30:38.740194,2020-09-30 05:30:45.173917,Amazon Customer,Clothing & Accessories,B002G9UDYG,B08128FYJS
1,1,1,1,AFGT3MXIPST25MW6DOQDOIEMSCBA,"March 10, 2020",Great quality,Great product and it is what I needed!,yes,0,5.0,https://www.amazon.ca/Oasser-Transmitter-Bluetooth-Display-TR3/dp/B07Q2JGBR9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:30:53.310870,2020-09-30 05:31:02.780187,Amazon Customer,Clothing & Accessories,B002G9UDYG,B07Q2JGBR9
2,2,2,2,AFGT3MXIPST25MW6DOQDOIEMSCBA,"October 18, 2019",Great durability,Great stuff! My son loves it!!,yes,0,4.0,https://www.amazon.ca/Kiddie-Grand-Sky-Shockproof-Protection-Children/dp/B0711QBDZ3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:31:10.911160,2020-09-30 05:31:19.415694,Amazon Customer,Clothing & Accessories,B002G9UDYG,B0711QBDZ3
3,3,3,3,AFGT3MXIPST25MW6DOQDOIEMSCBA,"April 22, 2019",Recommended,Great product . very sturdy and looks good as well,yes,0,5.0,https://www.amazon.ca/Folding-Bedside-Commode-Bucket-Splash/dp/B005G6KM42/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:31:26.522809,2020-09-30 05:31:32.987486,Amazon Customer,Clothing & Accessories,B002G9UDYG,B005G6KM42
4,4,4,4,AFGT3MXIPST25MW6DOQDOIEMSCBA,"April 22, 2019",Great service,Excellent quality ...very happy with this purchase .i recommend them,yes,0,5.0,https://www.amazon.ca/Revant-Polarized-Replacement-Lenses-MirrorShield%C2%AE/dp/B00N12931Q/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:31:42.086307,2020-09-30 05:31:49.487955,Amazon Customer,Clothing & Accessories,B002G9UDYG,B00N12931Q
5,5,5,5,AFGT3MXIPST25MW6DOQDOIEMSCBA,"March 3, 2019",Great product,My son loves this!!,yes,0,5.0,https://www.amazon.ca/dp/B07J53L5MT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:31:58.608876,2020-09-30 05:32:06.064421,Amazon Customer,Clothing & Accessories,B002G9UDYG,B07J53L5MT
6,6,6,6,AFGT3MXIPST25MW6DOQDOIEMSCBA,"March 3, 2019",Love them !,Cardboard quality not paper ... Really nice in frames,yes,0,5.0,https://www.amazon.ca/Bathroom-Quotes-Sayings-Prints-Unframed/dp/B0772NLNH9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:32:14.188100,2020-09-30 05:32:23.606604,Amazon Customer,Clothing & Accessories,B002G9UDYG,B0772NLNH9
7,7,7,7,AFGT3MXIPST25MW6DOQDOIEMSCBA,"January 8, 2019",Good stuff,Great track akids love it,yes,0,5.0,https://www.amazon.ca/Hot-Wheels-Corkscrew-Crash-Track/dp/B079KHS5S9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:32:31.703264,2020-09-30 05:32:40.124610,Amazon Customer,Clothing & Accessories,B002G9UDYG,B079KHS5S9
8,8,8,8,AFGT3MXIPST25MW6DOQDOIEMSCBA,"January 8, 2019",Good stuff,Good product but made a bit cheap ..,yes,0,4.0,https://www.amazon.ca/Farberware-5152501-Sharpening-22-Piece-Stainless/dp/B01DB285NW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:32:50.229654,2020-09-30 05:32:58.735910,Amazon Customer,Clothing & Accessories,B002G9UDYG,B01DB285NW
9,9,9,9,AFGT3MXIPST25MW6DOQDOIEMSCBA,"January 8, 2019",Love it,Awsone shower curtain,yes,0,5.0,https://www.amazon.ca/King-Queen-Distinctive-Waterproof-Polyester/dp/B00MHJ8YVO/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 05:33:05.868090,2020-09-30 05:33:14.290514,Amazon Customer,Clothing & Accessories,B002G9UDYG,B00MHJ8YVO
