,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
0,0,0,0,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Have two outlets,Great for turning my outside lights on.,yes,0,5.0,https://www.amazon.ca/Wireless-Control-FosPower-Weatherproof-Electrical/dp/B0798W2TZ1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:09:15.643992,2020-09-29 17:09:21.905313,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B0798W2TZ1
1,1,1,1,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",My grandson loves it,Good book,yes,0,5.0,https://www.amazon.ca/Southwestern-British-Columbia-Richard-Cannings/dp/1894384962/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:09:32.011944,2020-09-29 17:09:38.289855,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,1894384962
2,2,2,2,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Really does work,Touch up,yes,0,5.0,https://www.amazon.ca/DierCosy-Scratch-Remover-Permanent-Resistant/dp/B07D8RF2ZC/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:09:46.378844,2020-09-29 17:09:53.645261,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B07D8RF2ZC
3,3,3,3,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Perfect relacement,Replacement battery,yes,0,5.0,https://www.amazon.ca/Nokia-BL-5C-Extended-Li-Ion-Battery/dp/B0006HP7NC/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:10:00.737348,2020-09-29 17:10:09.021808,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B0006HP7NC
4,4,4,4,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Fits well,I can see now,yes,0,5.0,https://www.amazon.ca/SINGER-02112-Screw-Light-Clear/dp/B07YNK3GXX/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:10:16.100674,2020-09-29 17:10:25.382077,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B07YNK3GXX
5,5,5,5,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Best streamer,Always good,yes,0,5.0,https://www.amazon.ca/Amazon-com-Prime-Video/dp/B07VCB6CRK/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:10:35.485564,2020-09-29 17:10:41.760440,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B07VCB6CRK
6,6,6,6,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Works well,Stops the car from bumping into things,yes,0,5.0,https://www.amazon.ca/Kole-Imports-OB-636-Flashing-Parking/dp/B004Z87ZYW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:10:49.868226,2020-09-29 17:10:57.130299,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B004Z87ZYW
7,7,7,7,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Gives new life to microwave,Easy to cut and trim,yes,0,5.0,https://www.amazon.ca/Microwave-Suitable-Turntable-Thickening-12CMx15CM/dp/B07MZQJKSM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:11:04.214507,2020-09-29 17:11:10.462133,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B07MZQJKSM
8,8,8,8,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",The zip is ok,The buckle is metal and not good for going through security.,yes,0,5.0,https://www.amazon.ca/Security-Travel-Hidden-Anti-Theft-Adjustable/dp/B07VCQTYWQ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:11:18.561280,2020-09-29 17:11:24.809020,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B07VCQTYWQ
9,9,9,9,AFU6DMQNWPQ22LQFGAJVV4DQ3D4Q,"September 16, 2020",Easy to install,Nice chrome finish,yes,0,5.0,https://www.amazon.ca/Westbrass-UNC-2A-Coarse-Thread-79438CP-Z/dp/B004VG0GR6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 17:11:31.902385,2020-09-29 17:11:41.171342,Chris OCallaghan,Clothing & Accessories,B002G9UDYG,B004VG0GR6
