,Unnamed: 0,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
0,0,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"September 12, 2020",Works great,My son loves it... works great,yes,0,5.0,https://www.amazon.ca/HUO-JI-Water-Proof-Mechanical-Anti-Ghost/dp/B01N5F6W51/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:31:24.045401,2020-09-29 20:31:32.479668,Michell,Clothing & Accessories,B002G9UDYG,B01N5F6W51
1,1,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"September 12, 2020",Not worth the money,Can hardly hear anything ... returned it.,yes,0,1.0,https://www.amazon.ca/YINSAN-Headset-Headphones-Over-Ear-Compatible/dp/B07ZQ5MYZY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:31:39.586073,2020-09-29 20:31:48.017781,Michell,Clothing & Accessories,B002G9UDYG,B07ZQ5MYZY
2,2,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"May 29, 2020",Would buy again,"Great hat, very comfy, nice material",yes,0,5.0,https://www.amazon.ca/Carhartt-Acrylic-Watch-Black-Size/dp/B002G9UDYG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:31:56.126559,2020-09-29 20:32:04.499531,Michell,Clothing & Accessories,B002G9UDYG,B002G9UDYG
3,3,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"May 29, 2020",Disappointed,Great price but not a great product. Within days they fogged up on the inside and it has not gone away. Very disappointed,yes,0,2.0,https://www.amazon.ca/Jeep-Wrangler-Tail-Lights-Liteway/dp/B07HP121LC/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:32:12.600988,2020-09-29 20:32:22.023127,Michell,Clothing & Accessories,B002G9UDYG,B07HP121LC
4,4,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"January 2, 2019",Excellent,Excellent colouring book ... my daughter loved it,no,0,5.0,https://www.amazon.ca/dp/1729424309/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:32:30.126607,2020-09-29 20:32:39.532972,Michell,Clothing & Accessories,B002G9UDYG,1729424309
5,5,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"October 17, 2018",Book arrived bent and creased on front and back,"I purchased this book for my grandmother for her birthday , it arrived today and it’s damage. Front and back cover and pages inside are all bent & creased. Book looks old and used. Can not give this as a gift now !",yes,0,1.0,https://www.amazon.ca/Beauty-Flowers-text-free-Alzheimers-patients/dp/1548519995/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:32:48.642963,2020-09-29 20:32:58.090569,Michell,Clothing & Accessories,B002G9UDYG,1548519995
6,6,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"February 24, 2018",great product!,arrived super fast ... quality is amazing... price is good too!... will definatly be back to order more once i'm out .. thanks !,yes,0,5.0,https://www.amazon.ca/ORACAL-Clear-Transfer-Paper-Tape/dp/B0742L9ZH2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:33:07.213064,2020-09-29 20:33:16.623162,Michell,Clothing & Accessories,B002G9UDYG,B0742L9ZH2
7,7,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"February 24, 2018",perfect,my kids loved this movie... we've probably watched it over 100 times now... but definatly worth it if your kids like trolls ... it arrived super fast and works great !,yes,0,5.0,https://www.amazon.ca/Trolls-Holiday-Sous-titres-fran%C3%A7ais-Kendrick/dp/B075VWL9C9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:33:23.724824,2020-09-29 20:33:30.107574,Michell,Clothing & Accessories,B002G9UDYG,B075VWL9C9
8,8,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"February 24, 2018",very good!!,came super fast... quality is great... price is good too ... defiantly be ordering more soon,yes,0,5.0,https://www.amazon.ca/12x10ft-Permanent-Adhesive-Projects-Silhouettes/dp/B01M592AAV/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:33:39.216280,2020-09-29 20:33:47.503067,Michell,Clothing & Accessories,B002G9UDYG,B01M592AAV
9,9,AHBXDJYAQDM6ACTRDGNFJWRGFXDA,"February 24, 2018",amazing,this product was here super fast and it works so good! my shower steamers look amazing now!! easy to use and so easy to clean ! highly recommend this product,yes,0,5.0,https://www.amazon.ca/dp/B01B7SANAU/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 20:33:55.598595,2020-09-29 20:34:04.010468,Michell,Clothing & Accessories,B002G9UDYG,B01B7SANAU
