,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
0,0,0,0,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"July 9, 2020",Tea box came with liquid stain.,"Ordered 2 boxes of this tea. It came today, package is dry and intact. When I open it, I noticed that one of the box had a liquid stain on it or kinda got wet at one point. I have no idea what it is but it smells a little bit fishy. Unfortunately, when I open the box to see the tea bags inside, it is also got stained. What a waste.",yes,0,1.0,https://www.amazon.ca/Traditional-Medicinals-Organic-Spearmint-bags/dp/B00DTGCOE2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:07:27.619499,2020-09-29 16:07:33.880443,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B00DTGCOE2
1,1,1,1,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"June 28, 2020",Recommended!,I like it! Very nice.,yes,0,5.0,https://www.amazon.ca/Lewondr-Pillow-Cushion-Decoration-Pillowcase/dp/B07K71LBP1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:07:40.964773,2020-09-29 16:07:49.194749,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B07K71LBP1
2,2,2,2,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Excellent,Smoke it if you got it!,yes,0,5.0,https://www.amazon.ca/Hemp-Oil-000mg-Depression-Anti-Inflammatory/dp/B07L5X4J3Z/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:07:57.281678,2020-09-29 16:08:04.522320,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B07L5X4J3Z
3,3,3,3,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Perfect Spread,"Looks the same going in as it does on the way out, 5 Stars!",yes,0,5.0,https://www.amazon.ca/NutiLight-Dark-Chocolate-Hazelnut-Spread/dp/B071VRZM72/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:08:11.607950,2020-09-29 16:08:19.869985,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B071VRZM72
4,4,4,4,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Pretty much a Toque,"This is most definitely a toque, I've studied toques for years and this is one.",yes,0,5.0,https://www.amazon.ca/Carhartt-Acrylic-Watch-Black-Size/dp/B002G9UDYG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:08:28.950256,2020-09-29 16:08:38.200199,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B002G9UDYG
5,5,5,5,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",glurf mmy gimhrtd yohryhrt,"Csn'y typr, hlued my gingers yogethers.

fibe stard! *****",yes,0,5.0,https://www.amazon.ca/Krazy-Glue-Maximum-Bond-10800/dp/B00R2JMZ00/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:08:48.285188,2020-09-29 16:08:56.526940,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B00R2JMZ00
6,6,6,6,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Warm AF,Best investment ever for -40 deg Fort McMurray winters. Just get it.,yes,0,5.0,https://www.amazon.ca/SEAMETAL-Cushion-Heating-Cigarette-Lighter/dp/B07W6VKH9Z/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:09:04.614711,2020-09-29 16:09:10.882591,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B07W6VKH9Z
7,7,7,7,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",These work,I used the purple one for my Rolex band. Worked perfectly.,yes,One,5.0,https://www.amazon.ca/Optima-55-640-Swivel-Screwdrivers-Repair/dp/B009OWX5HU/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:09:18.966642,2020-09-29 16:09:25.238870,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B009OWX5HU
8,8,8,8,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Very Nice,Better than the Corsair mousepad! For those OCD folks - It's nice that the logo can be turned any direction without being upside down.,yes,0,5.0,https://www.amazon.ca/Razer-Goliathus-Stealth-Anti-Slip-Thickness/dp/B0722JC9PJ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:09:33.325362,2020-09-29 16:09:40.563938,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B0722JC9PJ
9,9,9,9,AEKJXOHCOI77BZXXBHN5BNH42LSQ,"December 21, 2019",Not really necessary,"I suppose this unit is great for those that have nothing else connected to their TV. I on the other hand, have a high end gaming laptop connected to mine. Should have trusted my gut and not bought this, since using this doesn't even come close to being as good as my current setup. Should have known better.

I'll eventually move this down to the basement TV if I can ever get my NAS mounted on this bloody thing.......",no,0,3.0,https://www.amazon.ca/NVIDIA-SHIELD-Android-Streaming-Performance/dp/B07YP9FBMM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-29 16:09:49.647340,2020-09-29 16:09:58.904448,Midnight Shopper,Clothing & Accessories,B002G9UDYG,B07YP9FBMM
