,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id,subproduct_id
0,AECU5IP6WZ3ZCSHKKJUZPVBW5DAA,True,Comfy are these shorts!,Love these shorts. I’m debating getting another pair in another colour!,"August 22, 2020",Dylan,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AECU5IP6WZ3ZCSHKKJUZPVBW5DAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:47.681798,2020-10-05 19:23:47.814602,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
1,AEDQ6FIWOJJNP6C33R3N4JQ457MQ,True,There are better wuality shorts from other brands at same price,I ordered a medium but the size fit smaller than usual gym shorts i have from nike and adidas. The material though stretches well but is real low quality. It wrinkles when washed and the seams on shorts started giving away after single wash.,"July 14, 2020",Abhi,2.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEDQ6FIWOJJNP6C33R3N4JQ457MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:47.819481,2020-10-05 19:23:47.953193,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
2,AEI4HD2NI2GACY5ZZUZ5AXACYIGA,True,Awesome,Love it. Cheaper than sport chek,"July 15, 2019",Gold member,5.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AEI4HD2NI2GACY5ZZUZ5AXACYIGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:47.958073,2020-10-05 19:23:48.104472,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
3,AGJNLGDXNSUYZBUK3KRAO5JVSDYQ,True,Sport shorts,"Like the fit & material, feel great","September 2, 2020",Len Gold,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGJNLGDXNSUYZBUK3KRAO5JVSDYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.109352,2020-10-05 19:23:48.243064,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
4,AHLJXIW5YGQTLNZYEHFAGNZDCF4A,True,beau look,trop ajusté taille large - bon prix - je suis content quand même,"June 20, 2019",Jean Yves Racette,3.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHLJXIW5YGQTLNZYEHFAGNZDCF4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.247944,2020-10-05 19:23:48.382632,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
5,AF7YT5MZEHIMEETWZGW7CGY6MZ6Q,True,Love it,Love it,"July 18, 2020",Amazon Customer,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AF7YT5MZEHIMEETWZGW7CGY6MZ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.387512,2020-10-05 19:23:48.530984,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
6,AHOBOX3FSHTRL7MUBM52VHTODGAA,True,Light shorts,"I thought they were thicker, it’s more like a Pajama bottoms.","December 11, 2019",John,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHOBOX3FSHTRL7MUBM52VHTODGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.535863,2020-10-05 19:23:48.674455,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
7,AG6T2KD6S4GLBCE4XZT5Y6JFJL2Q,True,5 star rating,Very comfy and good quality of material woild buy again,"July 21, 2020",Amazon Customer,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AG6T2KD6S4GLBCE4XZT5Y6JFJL2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.679334,2020-10-05 19:23:48.813047,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
8,AHWWYLO7F5RCREKNCMBHEFTSDLLQ,True,Confortable,Pour le sport,"December 7, 2019",Sylvain Gagnon,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHWWYLO7F5RCREKNCMBHEFTSDLLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.818902,2020-10-05 19:23:48.966278,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
9,AFBSUVNSJL25LIIWBG5W23SC3IRQ,True,Comfy,Comfy,"July 14, 2019",Cedrik B.,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFBSUVNSJL25LIIWBG5W23SC3IRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:23:48.973110,2020-10-05 19:23:49.105845,Under Armour Mens Sportstyle Cotton Graphic Shorts Short,Under Armour,"#32,340 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#86 in Men's Fitness Shorts
#170 in Men's Athletic Shorts",B002G9UDYG,AEFYN5WAOMYHLS5GO75WJSNZS7LA,B079G3V7ZZ
