,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id
0,AE6BCAEPXO7ZI3EKDZC3NMS7GDKA,True,As advertised,"It was a purchase as a secret Santa gift and was the gift out of many that got the most attention at our party. Quality of tshirt was alright, not overly thick though.","December 28, 2019",SALLY,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AE6BCAEPXO7ZI3EKDZC3NMS7GDKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 09:06:38.313022,2020-09-21 09:06:38.435999,Tall Tee: Gotta Love a Good Pole Dance | Funny Fishing Pole Humor Fisherman Unisex T-Shirt,,"405,793",B002G9UDYG,AE6BCAEPXO7ZI3EKDZC3NMS7GDKA
